instance,subset,path,dimension,bks,bks_routes,cost,gap_pct,routes,route_gap,iterations,time,time_limit,seed,feasible,benchmark_feasible,mode,status,error,wall_time
XML100_2376_08,XML,cvrplib/XML/XML100_2376_08.vrp,101,,,8365.0,,3,,0,0.004834330999983649,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0781209470005706
XML100_2376_09,XML,cvrplib/XML/XML100_2376_09.vrp,101,,,8100.0,,3,,0,0.005784543999652669,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07603378099975089
XML100_2376_10,XML,cvrplib/XML/XML100_2376_10.vrp,101,,,8159.0,,3,,0,0.004177114000412985,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07322489299986046
XML100_2376_11,XML,cvrplib/XML/XML100_2376_11.vrp,101,,,7957.0,,3,,0,0.005812155999592505,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08039473500048189
XML100_2376_12,XML,cvrplib/XML/XML100_2376_12.vrp,101,,,8491.0,,3,,0,0.0045448789996953565,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07841743599965412
XML100_2376_13,XML,cvrplib/XML/XML100_2376_13.vrp,101,,,8424.0,,3,,0,0.005434745000457042,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07895664699935878
XML100_2376_14,XML,cvrplib/XML/XML100_2376_14.vrp,101,,,8608.0,,4,,0,0.0057588549998399685,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07960587900015526
XML100_2376_15,XML,cvrplib/XML/XML100_2376_15.vrp,101,,,7877.0,,3,,0,0.004273163000107161,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0790256070004034
XML100_2376_16,XML,cvrplib/XML/XML100_2376_16.vrp,101,,,9145.0,,5,,0,0.00594736500079307,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07211241599998175
XML100_2376_17,XML,cvrplib/XML/XML100_2376_17.vrp,101,,,8301.0,,3,,0,0.005430390000583429,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07900002899987157
XML100_2376_18,XML,cvrplib/XML/XML100_2376_18.vrp,101,,,8945.0,,3,,0,0.00433388700002979,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07103959100004431
XML100_2376_19,XML,cvrplib/XML/XML100_2376_19.vrp,101,,,7785.0,,3,,0,0.006779032999475021,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07968437199997425
XML100_2376_20,XML,cvrplib/XML/XML100_2376_20.vrp,101,,,9164.0,,4,,0,0.006169139000121504,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07280433799951425
XML100_2376_21,XML,cvrplib/XML/XML100_2376_21.vrp,101,,,7899.0,,3,,0,0.0060343790000843,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07255185800022446
XML100_2376_22,XML,cvrplib/XML/XML100_2376_22.vrp,101,,,8460.0,,3,,0,0.005464887000016461,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08095634500023152
XML100_2376_23,XML,cvrplib/XML/XML100_2376_23.vrp,101,,,8509.0,,3,,0,0.005854750999787939,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07451931400009926
XML100_2376_24,XML,cvrplib/XML/XML100_2376_24.vrp,101,,,8167.0,,3,,0,0.004243057000167028,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07851673799996206
XML100_2376_25,XML,cvrplib/XML/XML100_2376_25.vrp,101,,,8059.0,,3,,0,0.0059303739999450045,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0748252470002626
XML100_2376_26,XML,cvrplib/XML/XML100_2376_26.vrp,101,,,8606.0,,3,,0,0.0064654010002414,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0808477929995206
XML100_3111_01,XML,cvrplib/XML/XML100_3111_01.vrp,101,,,45369.0,,25,,0,0.006589579000319645,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07229480899968621
XML100_3111_02,XML,cvrplib/XML/XML100_3111_02.vrp,101,,,43948.0,,25,,0,0.005675907999830088,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07746968699939316
XML100_3111_03,XML,cvrplib/XML/XML100_3111_03.vrp,101,,,56009.0,,34,,0,0.006306366999524471,0.0,0,True,True,clarke_wright_construction_only,ok,,0.079483032999633
XML100_3111_04,XML,cvrplib/XML/XML100_3111_04.vrp,101,,,55809.0,,34,,0,0.006125656999756757,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07589901299979829
XML100_3111_05,XML,cvrplib/XML/XML100_3111_05.vrp,101,,,57077.0,,34,,0,0.006582959000297706,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07767073300055927
XML100_3111_06,XML,cvrplib/XML/XML100_3111_06.vrp,101,,,55534.0,,34,,0,0.006231469999875117,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08252428600007988
XML100_3111_07,XML,cvrplib/XML/XML100_3111_07.vrp,101,,,54822.0,,34,,0,0.006758730000001378,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07740106900018873
XML100_3111_08,XML,cvrplib/XML/XML100_3111_08.vrp,101,,,44804.0,,25,,0,0.005261043000245991,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07424816499951703
XML100_3111_09,XML,cvrplib/XML/XML100_3111_09.vrp,101,,,56592.0,,34,,0,0.006278558999838424,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08269182799995178
XML100_3111_10,XML,cvrplib/XML/XML100_3111_10.vrp,101,,,57613.0,,34,,0,0.005065792999630503,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07887599800051248
XML100_3111_11,XML,cvrplib/XML/XML100_3111_11.vrp,101,,,43414.0,,25,,0,0.005632993999824976,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08210522699937428
XML100_3111_12,XML,cvrplib/XML/XML100_3111_12.vrp,101,,,52168.0,,34,,0,0.005905834999794024,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08730439999999362
XML100_3111_13,XML,cvrplib/XML/XML100_3111_13.vrp,101,,,42916.0,,25,,0,0.00513758999932179,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07758864600054949
XML100_3111_14,XML,cvrplib/XML/XML100_3111_14.vrp,101,,,57835.0,,34,,0,0.005122722999658436,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0777940630005105
XML100_3111_15,XML,cvrplib/XML/XML100_3111_15.vrp,101,,,46603.0,,25,,0,0.005522335000023304,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07622468600038701
XML100_3111_16,XML,cvrplib/XML/XML100_3111_16.vrp,101,,,56562.0,,34,,0,0.005969625000034284,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08217836899984832
XML100_3111_17,XML,cvrplib/XML/XML100_3111_17.vrp,101,,,57563.0,,34,,0,0.0043186820003029425,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07853365000028134
XML100_3111_18,XML,cvrplib/XML/XML100_3111_18.vrp,101,,,56237.0,,34,,0,0.004915762000564428,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08160413899986452
XML100_3111_19,XML,cvrplib/XML/XML100_3111_19.vrp,101,,,42797.0,,25,,0,0.004179357999419153,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08133803100008663
XML100_3111_20,XML,cvrplib/XML/XML100_3111_20.vrp,101,,,45173.0,,25,,0,0.004438491000655631,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07721813500029384
XML100_3111_21,XML,cvrplib/XML/XML100_3111_21.vrp,101,,,55104.0,,34,,0,0.005357574999834469,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07485320300020248
XML100_3111_22,XML,cvrplib/XML/XML100_3111_22.vrp,101,,,40965.0,,25,,0,0.0061205649999465095,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08406189200013614
XML100_3111_23,XML,cvrplib/XML/XML100_3111_23.vrp,101,,,43407.0,,25,,0,0.0058832459999393905,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07829513500018948
XML100_3111_24,XML,cvrplib/XML/XML100_3111_24.vrp,101,,,41885.0,,25,,0,0.004847029999837105,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0813328519998322
XML100_3111_25,XML,cvrplib/XML/XML100_3111_25.vrp,101,,,59577.0,,34,,0,0.005068381000455702,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0824053369997273
XML100_3111_26,XML,cvrplib/XML/XML100_3111_26.vrp,101,,,57701.0,,34,,0,0.004247785000188742,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08238358200014773
XML100_3112_01,XML,cvrplib/XML/XML100_3112_01.vrp,101,,,33924.0,,20,,0,0.00423053099984827,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07991212300021289
XML100_3112_02,XML,cvrplib/XML/XML100_3112_02.vrp,101,,,26457.0,,15,,0,0.005267857999569969,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0790227990000858
XML100_3112_03,XML,cvrplib/XML/XML100_3112_03.vrp,101,,,37290.0,,20,,0,0.004291782999644056,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07769126499988488
XML100_3112_04,XML,cvrplib/XML/XML100_3112_04.vrp,101,,,36476.0,,20,,0,0.0059159889997317805,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0784129869998651
XML100_3112_05,XML,cvrplib/XML/XML100_3112_05.vrp,101,,,31166.0,,17,,0,0.0049360900002284325,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07836342300015531
XML100_3112_06,XML,cvrplib/XML/XML100_3112_06.vrp,101,,,36427.0,,20,,0,0.004314546999921731,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07620650300032139
XML100_3112_07,XML,cvrplib/XML/XML100_3112_07.vrp,101,,,36030.0,,20,,0,0.006575139000233321,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08117284600029961
XML100_3112_08,XML,cvrplib/XML/XML100_3112_08.vrp,101,,,31376.0,,17,,0,0.004885394000666565,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0809483969997018
XML100_3112_09,XML,cvrplib/XML/XML100_3112_09.vrp,101,,,27407.0,,15,,0,0.004339150000305381,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07461291399977199
XML100_3112_10,XML,cvrplib/XML/XML100_3112_10.vrp,101,,,30728.0,,17,,0,0.0062484709997079335,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07922659900032158
XML100_3112_11,XML,cvrplib/XML/XML100_3112_11.vrp,101,,,31288.0,,17,,0,0.004241859999638109,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07623487199998635
