instance,subset,dimension,runs,bks,bks_routes,route_gap,best_cost,best_gap_pct,mean_gap_pct,median_gap_pct,std_gap_pct,mean_cost,std_cost,mean_time,mean_iterations,best_source,reference_status
XML100_2245_25,XML,101,1,,,,7887.0,,,,0.0,7887.0,0.0,0.006048152999937884,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2245_26,XML,101,1,,,,7660.0,,,,0.0,7660.0,0.0,0.00580753000031109,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_01,XML,101,1,,,,6188.0,,,,0.0,6188.0,0.0,0.0061967120000190334,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_02,XML,101,1,,,,5767.0,,,,0.0,5767.0,0.0,0.005164934999811521,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_03,XML,101,1,,,,6421.0,,,,0.0,6421.0,0.0,0.005712952000067162,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_04,XML,101,1,,,,7190.0,,,,0.0,7190.0,0.0,0.006027856000400789,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_05,XML,101,1,,,,5721.0,,,,0.0,5721.0,0.0,0.005171086000700598,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_06,XML,101,1,,,,6577.0,,,,0.0,6577.0,0.0,0.005017428000428481,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_07,XML,101,1,,,,5962.0,,,,0.0,5962.0,0.0,0.005842356999892218,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_08,XML,101,1,,,,6637.0,,,,0.0,6637.0,0.0,0.005393536999690696,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_09,XML,101,1,,,,7233.0,,,,0.0,7233.0,0.0,0.0047502469997198205,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_10,XML,101,1,,,,6377.0,,,,0.0,6377.0,0.0,0.004370414999357308,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_11,XML,101,1,,,,7050.0,,,,0.0,7050.0,0.0,0.005100905999825045,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_12,XML,101,1,,,,7047.0,,,,0.0,7047.0,0.0,0.005771328000264475,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_13,XML,101,1,,,,6565.0,,,,0.0,6565.0,0.0,0.0050399530000504456,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_14,XML,101,1,,,,7506.0,,,,0.0,7506.0,0.0,0.004122315999666171,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_15,XML,101,1,,,,6919.0,,,,0.0,6919.0,0.0,0.004557412999929511,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_16,XML,101,1,,,,6215.0,,,,0.0,6215.0,0.0,0.004345899000327336,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_17,XML,101,1,,,,5809.0,,,,0.0,5809.0,0.0,0.00470043000041187,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_18,XML,101,1,,,,7148.0,,,,0.0,7148.0,0.0,0.004456802000277094,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_19,XML,101,1,,,,5552.0,,,,0.0,5552.0,0.0,0.006068953999601945,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_20,XML,101,1,,,,6526.0,,,,0.0,6526.0,0.0,0.004562310000437719,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_21,XML,101,1,,,,6405.0,,,,0.0,6405.0,0.0,0.004321706999689923,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_22,XML,101,1,,,,6012.0,,,,0.0,6012.0,0.0,0.00660638800036395,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_23,XML,101,1,,,,5378.0,,,,0.0,5378.0,0.0,0.006376924000505824,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_24,XML,101,1,,,,5877.0,,,,0.0,5877.0,0.0,0.005883475999326038,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_25,XML,101,1,,,,7510.0,,,,0.0,7510.0,0.0,0.005889478999961284,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2246_26,XML,101,1,,,,6791.0,,,,0.0,6791.0,0.0,0.004182393000519369,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_01,XML,101,1,,,,16199.0,,,,0.0,16199.0,0.0,0.006175513000016508,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_02,XML,101,1,,,,20113.0,,,,0.0,20113.0,0.0,0.005710353999347717,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_03,XML,101,1,,,,18588.0,,,,0.0,18588.0,0.0,0.005603777000033006,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_04,XML,101,1,,,,16360.0,,,,0.0,16360.0,0.0,0.006386319000739604,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_05,XML,101,1,,,,21852.0,,,,0.0,21852.0,0.0,0.006009824000102526,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_06,XML,101,1,,,,16215.0,,,,0.0,16215.0,0.0,0.004352162000031967,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_07,XML,101,1,,,,20820.0,,,,0.0,20820.0,0.0,0.0049940349999815226,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_08,XML,101,1,,,,20260.0,,,,0.0,20260.0,0.0,0.006026144999850658,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_09,XML,101,1,,,,22024.0,,,,0.0,22024.0,0.0,0.004284352000468061,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_10,XML,101,1,,,,23416.0,,,,0.0,23416.0,0.0,0.005372812000132399,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_11,XML,101,1,,,,13858.0,,,,0.0,13858.0,0.0,0.00407885399999941,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_12,XML,101,1,,,,21984.0,,,,0.0,21984.0,0.0,0.006974118000471208,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_13,XML,101,1,,,,35317.0,,,,0.0,35317.0,0.0,0.005371879000449553,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_14,XML,101,1,,,,19661.0,,,,0.0,19661.0,0.0,0.005356380999728572,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_15,XML,101,1,,,,27555.0,,,,0.0,27555.0,0.0,0.004373138999653747,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_16,XML,101,1,,,,25214.0,,,,0.0,25214.0,0.0,0.005075021999800811,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_17,XML,101,1,,,,15635.0,,,,0.0,15635.0,0.0,0.0043497570004547015,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_18,XML,101,1,,,,20888.0,,,,0.0,20888.0,0.0,0.005736447999879601,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_19,XML,101,1,,,,18952.0,,,,0.0,18952.0,0.0,0.00666577399988455,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_20,XML,101,1,,,,30576.0,,,,0.0,30576.0,0.0,0.004650421000405913,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_21,XML,101,1,,,,23958.0,,,,0.0,23958.0,0.0,0.00430113899983553,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_22,XML,101,1,,,,14256.0,,,,0.0,14256.0,0.0,0.005968761999611161,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_23,XML,101,1,,,,21262.0,,,,0.0,21262.0,0.0,0.005801794000035443,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_24,XML,101,1,,,,18499.0,,,,0.0,18499.0,0.0,0.004783186999702593,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_25,XML,101,1,,,,20885.0,,,,0.0,20885.0,0.0,0.004266764000021794,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2251_26,XML,101,1,,,,25187.0,,,,0.0,25187.0,0.0,0.005360977000236744,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_01,XML,101,1,,,,17753.0,,,,0.0,17753.0,0.0,0.00441166400014481,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_02,XML,101,1,,,,16193.0,,,,0.0,16193.0,0.0,0.004768003999743087,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_03,XML,101,1,,,,17698.0,,,,0.0,17698.0,0.0,0.004211324000607419,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_04,XML,101,1,,,,20731.0,,,,0.0,20731.0,0.0,0.005679990999851725,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_05,XML,101,1,,,,16040.0,,,,0.0,16040.0,0.0,0.005439239000224916,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_06,XML,101,1,,,,16923.0,,,,0.0,16923.0,0.0,0.006146547000753344,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_07,XML,101,1,,,,17419.0,,,,0.0,17419.0,0.0,0.004274195999641961,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_08,XML,101,1,,,,14446.0,,,,0.0,14446.0,0.0,0.0046676649999426445,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_09,XML,101,1,,,,16468.0,,,,0.0,16468.0,0.0,0.0048712090001572506,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_10,XML,101,1,,,,12711.0,,,,0.0,12711.0,0.0,0.004248590999850421,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_11,XML,101,1,,,,12923.0,,,,0.0,12923.0,0.0,0.0043654109995259205,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_12,XML,101,1,,,,12282.0,,,,0.0,12282.0,0.0,0.005051578000347945,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_13,XML,101,1,,,,11634.0,,,,0.0,11634.0,0.0,0.004516736000368837,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_14,XML,101,1,,,,20237.0,,,,0.0,20237.0,0.0,0.004189264999695297,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_15,XML,101,1,,,,18601.0,,,,0.0,18601.0,0.0,0.00572772299983626,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_16,XML,101,1,,,,20141.0,,,,0.0,20141.0,0.0,0.005330541000148514,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_17,XML,101,1,,,,14485.0,,,,0.0,14485.0,0.0,0.005972033000034571,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_18,XML,101,1,,,,18299.0,,,,0.0,18299.0,0.0,0.0042343360000813846,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_19,XML,101,1,,,,16275.0,,,,0.0,16275.0,0.0,0.006189565999193292,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_20,XML,101,1,,,,11489.0,,,,0.0,11489.0,0.0,0.004234988999996858,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_21,XML,101,1,,,,17201.0,,,,0.0,17201.0,0.0,0.004196391999357729,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_22,XML,101,1,,,,12241.0,,,,0.0,12241.0,0.0,0.005801608999718155,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_23,XML,101,1,,,,13615.0,,,,0.0,13615.0,0.0,0.00486157999966963,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_24,XML,101,1,,,,11405.0,,,,0.0,11405.0,0.0,0.004867751000347198,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_25,XML,101,1,,,,15317.0,,,,0.0,15317.0,0.0,0.004403592000016943,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2252_26,XML,101,1,,,,11464.0,,,,0.0,11464.0,0.0,0.005004405999898154,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_01,XML,101,1,,,,12181.0,,,,0.0,12181.0,0.0,0.006189062999510497,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_02,XML,101,1,,,,11692.0,,,,0.0,11692.0,0.0,0.004152355000769603,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_03,XML,101,1,,,,10713.0,,,,0.0,10713.0,0.0,0.0043418670002211,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_04,XML,101,1,,,,11810.0,,,,0.0,11810.0,0.0,0.004015937999611197,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_05,XML,101,1,,,,12291.0,,,,0.0,12291.0,0.0,0.004538454999419628,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_06,XML,101,1,,,,10994.0,,,,0.0,10994.0,0.0,0.007503347999772814,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_07,XML,101,1,,,,7998.0,,,,0.0,7998.0,0.0,0.005700599999727274,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_08,XML,101,1,,,,13177.0,,,,0.0,13177.0,0.0,0.004680248999648029,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_09,XML,101,1,,,,9506.0,,,,0.0,9506.0,0.0,0.005765869000242674,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_10,XML,101,1,,,,8767.0,,,,0.0,8767.0,0.0,0.005408889000136696,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_11,XML,101,1,,,,12126.0,,,,0.0,12126.0,0.0,0.004419956999299757,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_12,XML,101,1,,,,9751.0,,,,0.0,9751.0,0.0,0.005796917000225221,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_13,XML,101,1,,,,10682.0,,,,0.0,10682.0,0.0,0.005874512999980652,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_14,XML,101,1,,,,14507.0,,,,0.0,14507.0,0.0,0.006118756999967445,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_15,XML,101,1,,,,10391.0,,,,0.0,10391.0,0.0,0.006196315999659419,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_16,XML,101,1,,,,13165.0,,,,0.0,13165.0,0.0,0.005625521000183653,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_17,XML,101,1,,,,11910.0,,,,0.0,11910.0,0.0,0.006200135999279155,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_18,XML,101,1,,,,11427.0,,,,0.0,11427.0,0.0,0.0048991779995049,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_19,XML,101,1,,,,9167.0,,,,0.0,9167.0,0.0,0.006823796000389848,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_20,XML,101,1,,,,10318.0,,,,0.0,10318.0,0.0,0.005608563999885519,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_21,XML,101,1,,,,8959.0,,,,0.0,8959.0,0.0,0.005155734000254597,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_22,XML,101,1,,,,10391.0,,,,0.0,10391.0,0.0,0.004994952999368252,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_23,XML,101,1,,,,10441.0,,,,0.0,10441.0,0.0,0.00432880300013494,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_24,XML,101,1,,,,9586.0,,,,0.0,9586.0,0.0,0.004599050999786414,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_25,XML,101,1,,,,11474.0,,,,0.0,11474.0,0.0,0.006254869000258623,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2253_26,XML,101,1,,,,8809.0,,,,0.0,8809.0,0.0,0.0063796199992793845,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_01,XML,101,1,,,,10778.0,,,,0.0,10778.0,0.0,0.005554176999794436,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_02,XML,101,1,,,,8773.0,,,,0.0,8773.0,0.0,0.006145706999632239,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_03,XML,101,1,,,,8961.0,,,,0.0,8961.0,0.0,0.00659692399949563,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_04,XML,101,1,,,,8878.0,,,,0.0,8878.0,0.0,0.004126953000195499,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_05,XML,101,1,,,,10498.0,,,,0.0,10498.0,0.0,0.006253270000343036,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_06,XML,101,1,,,,9799.0,,,,0.0,9799.0,0.0,0.004169174999333336,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_07,XML,101,1,,,,7452.0,,,,0.0,7452.0,0.0,0.00479751600050804,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_08,XML,101,1,,,,10702.0,,,,0.0,10702.0,0.0,0.0061066079997544875,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_09,XML,101,1,,,,12174.0,,,,0.0,12174.0,0.0,0.006226034000064828,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_10,XML,101,1,,,,8944.0,,,,0.0,8944.0,0.0,0.00607200299964461,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_11,XML,101,1,,,,10586.0,,,,0.0,10586.0,0.0,0.0068221629999243305,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_12,XML,101,1,,,,8195.0,,,,0.0,8195.0,0.0,0.006726026999785972,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_13,XML,101,1,,,,8324.0,,,,0.0,8324.0,0.0,0.006247257999348221,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_14,XML,101,1,,,,9552.0,,,,0.0,9552.0,0.0,0.006612662999941676,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_15,XML,101,1,,,,8749.0,,,,0.0,8749.0,0.0,0.004273131999980251,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_16,XML,101,1,,,,10536.0,,,,0.0,10536.0,0.0,0.005541845999687212,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_17,XML,101,1,,,,10193.0,,,,0.0,10193.0,0.0,0.004528397000285622,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_18,XML,101,1,,,,11048.0,,,,0.0,11048.0,0.0,0.004140750000260596,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_19,XML,101,1,,,,9254.0,,,,0.0,9254.0,0.0,0.00421633899986773,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_20,XML,101,1,,,,11153.0,,,,0.0,11153.0,0.0,0.004689559000325971,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_21,XML,101,1,,,,9599.0,,,,0.0,9599.0,0.0,0.004300804999729735,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_22,XML,101,1,,,,10203.0,,,,0.0,10203.0,0.0,0.0055843430000095395,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_23,XML,101,1,,,,10082.0,,,,0.0,10082.0,0.0,0.00460149199989246,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_24,XML,101,1,,,,9226.0,,,,0.0,9226.0,0.0,0.0065208610003537615,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_25,XML,101,1,,,,9821.0,,,,0.0,9821.0,0.0,0.0070851230002517696,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2254_26,XML,101,1,,,,8883.0,,,,0.0,8883.0,0.0,0.005640918000608508,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_01,XML,101,1,,,,6409.0,,,,0.0,6409.0,0.0,0.006444654000006267,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_02,XML,101,1,,,,9229.0,,,,0.0,9229.0,0.0,0.004612671000359114,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_03,XML,101,1,,,,6665.0,,,,0.0,6665.0,0.0,0.0064856660001169075,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_04,XML,101,1,,,,6903.0,,,,0.0,6903.0,0.0,0.006695238999782305,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_05,XML,101,1,,,,9257.0,,,,0.0,9257.0,0.0,0.00584201000037865,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_06,XML,101,1,,,,6811.0,,,,0.0,6811.0,0.0,0.005459142999825417,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_07,XML,101,1,,,,6814.0,,,,0.0,6814.0,0.0,0.004398485999445256,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_08,XML,101,1,,,,9474.0,,,,0.0,9474.0,0.0,0.0058487189999141265,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_09,XML,101,1,,,,7399.0,,,,0.0,7399.0,0.0,0.004400214000270353,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_10,XML,101,1,,,,8035.0,,,,0.0,8035.0,0.0,0.004271956000593491,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_11,XML,101,1,,,,9579.0,,,,0.0,9579.0,0.0,0.006850160999420041,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_12,XML,101,1,,,,9296.0,,,,0.0,9296.0,0.0,0.0050847649999923306,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_13,XML,101,1,,,,6535.0,,,,0.0,6535.0,0.0,0.004192364000118687,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_14,XML,101,1,,,,7180.0,,,,0.0,7180.0,0.0,0.006038389999957872,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_15,XML,101,1,,,,7299.0,,,,0.0,7299.0,0.0,0.0063294600004155654,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_16,XML,101,1,,,,9050.0,,,,0.0,9050.0,0.0,0.005125504000716319,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_17,XML,101,1,,,,7524.0,,,,0.0,7524.0,0.0,0.004224442999657185,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_18,XML,101,1,,,,8091.0,,,,0.0,8091.0,0.0,0.00630793900018034,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_19,XML,101,1,,,,8045.0,,,,0.0,8045.0,0.0,0.005714016999263549,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_20,XML,101,1,,,,7089.0,,,,0.0,7089.0,0.0,0.006402678999620548,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_21,XML,101,1,,,,8441.0,,,,0.0,8441.0,0.0,0.005928490999394853,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_22,XML,101,1,,,,8418.0,,,,0.0,8418.0,0.0,0.006549071000335971,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_23,XML,101,1,,,,8424.0,,,,0.0,8424.0,0.0,0.005985752000015054,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_24,XML,101,1,,,,6927.0,,,,0.0,6927.0,0.0,0.006203020000612014,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_25,XML,101,1,,,,8494.0,,,,0.0,8494.0,0.0,0.005050189000030514,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2255_26,XML,101,1,,,,7865.0,,,,0.0,7865.0,0.0,0.006500314999357215,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_01,XML,101,1,,,,8397.0,,,,0.0,8397.0,0.0,0.005741951999880257,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_02,XML,101,1,,,,6518.0,,,,0.0,6518.0,0.0,0.006311477000053856,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_03,XML,101,1,,,,5301.0,,,,0.0,5301.0,0.0,0.004907616999844322,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_04,XML,101,1,,,,5967.0,,,,0.0,5967.0,0.0,0.006461308000325516,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_05,XML,101,1,,,,6825.0,,,,0.0,6825.0,0.0,0.004461317999812309,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_06,XML,101,1,,,,5437.0,,,,0.0,5437.0,0.0,0.004393450999486959,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_07,XML,101,1,,,,6999.0,,,,0.0,6999.0,0.0,0.004195545000584389,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_08,XML,101,1,,,,7302.0,,,,0.0,7302.0,0.0,0.00573874000019714,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_09,XML,101,1,,,,6810.0,,,,0.0,6810.0,0.0,0.005663136000293889,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_10,XML,101,1,,,,7255.0,,,,0.0,7255.0,0.0,0.004820117999770446,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_11,XML,101,1,,,,6628.0,,,,0.0,6628.0,0.0,0.0062228650003817165,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_12,XML,101,1,,,,5712.0,,,,0.0,5712.0,0.0,0.006429381000089052,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_13,XML,101,1,,,,7573.0,,,,0.0,7573.0,0.0,0.007140362000427558,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_14,XML,101,1,,,,6400.0,,,,0.0,6400.0,0.0,0.004386995999993815,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_15,XML,101,1,,,,6487.0,,,,0.0,6487.0,0.0,0.00650423699971725,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_16,XML,101,1,,,,6691.0,,,,0.0,6691.0,0.0,0.008827243000268936,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_17,XML,101,1,,,,6763.0,,,,0.0,6763.0,0.0,0.00617810699986876,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_18,XML,101,1,,,,6096.0,,,,0.0,6096.0,0.0,0.0055178450002131285,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_19,XML,101,1,,,,6608.0,,,,0.0,6608.0,0.0,0.004257002000485954,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_20,XML,101,1,,,,6345.0,,,,0.0,6345.0,0.0,0.0064553940001133014,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_21,XML,101,1,,,,6853.0,,,,0.0,6853.0,0.0,0.004622426000423729,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_22,XML,101,1,,,,5877.0,,,,0.0,5877.0,0.0,0.005471169999509584,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_23,XML,101,1,,,,5933.0,,,,0.0,5933.0,0.0,0.004232481000144617,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_24,XML,101,1,,,,5151.0,,,,0.0,5151.0,0.0,0.006777899999178771,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_25,XML,101,1,,,,5550.0,,,,0.0,5550.0,0.0,0.005846472000484937,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2256_26,XML,101,1,,,,6233.0,,,,0.0,6233.0,0.0,0.004222124999614607,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2261_01,XML,101,1,,,,14490.0,,,,0.0,14490.0,0.0,0.006061437999960617,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2261_02,XML,101,1,,,,19044.0,,,,0.0,19044.0,0.0,0.005858136000824743,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_2261_03,XML,101,1,,,,22533.0,,,,0.0,22533.0,0.0,0.005772110000179964,0.0,full_experiment_seed0_final.csv,missing_sol
