batch	absolute_path	deleted_logical_bytes	classification	validation_conclusion
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-dc83a2ca-launchsummary-4r-gpt55-20260620T165032Z-claw	6057953	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-dd65747-statusmark-4r-gpt55-20260620T192502Z-claw	6054824	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-dddad0f-portfolio-noeffect-resume-4r-gpt55-4r-gpt55-20260621T013152Z-claw	6130393	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-f22ad5f4-pathidentity-4r-gpt55-20260620T153155Z-claw	6094488	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-f995674-screening-4r-gpt55-20260620T195352Z-claw	6059588	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-faa8c29-postsum-4r-gpt55-20260620T175859Z-claw-4r-gpt55-20260620T175929Z-claw	6059802	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-febeaf11-runtimeinactive-4r-gpt55-20260620T150741Z-claw	6095442	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-warehouse-direct-control-09af19d2-2r-gpt56sol-20260713T124732Z-claw	244701	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-warehouse-direct-control-695b7204-2r-gpt56sol-20260713T133245Z-claw	244193	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-ready-contract-6r-gpt55-20260618T123117Z-claw	65035695	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-ready-focushandoff-6r-gpt55-20260618T141927Z-claw	65090078	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-ready-handoff-6r-gpt55-20260618T125046Z-claw	65079689	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-ready-lifecycle-6r-gpt55-20260618T130519Z-claw	65082353	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-ready-manifest-6r-gpt55-20260618T121407Z-claw	65035695	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-ready-readinesshandoff-6r-gpt55-20260618T140602Z-claw	65090600	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-ready-rebuildentry-6r-gpt55-20260618T132911Z-claw	65081129	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-ready-warehousefocus-6r-gpt55-20260618T142809Z-claw	65100547	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-09a4aff-headroom-caps-6r-gpt55-20260621T004554Z-claw	65348819	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-0d9f869-noeffect-branch-guidance-6r-gpt55-20260621T011015Z-claw	65353307	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-0f0f447-runtimefields-6r-gpt55-20260620T205546Z-claw	65287338	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-10c12e6e-freshreplay0-resumecont-6r-gpt55-20260621T040856Z-claw	65309065	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-13abbbef-resumecont-6r-gpt55-20260621T030244Z-claw	65302273	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-23f3de9-runtimeprompt-6r-gpt55-20260620T233610Z-claw	65299108	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-26a03547-calprompt-6r-gpt55-6r-gpt55-20260621T054141Z-claw	65316452	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-2b2cd351-explicitdrains-resumecont-6r-gpt55-20260621T042334Z-claw	65311102	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-2c806e-campaignexecfailclosed-6r-gpt55-20260620T212433Z-claw	65296166	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-37ff1f45-compactready-resumecont-6r-gpt55-6r-gpt55-20260621T034103Z-claw	65309839	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-3c7fbb5d-whdiag-6r-gpt55-20260620T172117Z-claw	65283903	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-46c3d1d-postid-6r-gpt55-20260620T173536Z-claw	65283582	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-470678-staleresumeguard-6r-gpt55-20260620T220613Z-claw	65294991	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-488576-runtime-ratio-6r-gpt55-20260621T003311Z-claw	65348411	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-5d46c46-launchenv-6r-gpt55-20260620T200709Z-claw	65285681	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-5dea325-continuity-6r-gpt55-20260620T184607Z-claw	65284866	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-5f60dbe-markersummary-6r-gpt55-20260620T224702Z-claw	65296335	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-6352d20-readyscope-6r-gpt55-20260620T185751Z-claw	65285384	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-66b5345-splitcase-6r-gpt55-20260620T194243Z-claw	65285063	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-68773004-cmtprotect-6r-gpt55-20260620T163626Z-claw	65263105	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-6b4c70d6-reqevidence-6r-gpt55-20260621T051044Z-claw	65309268	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-6b83f554-cvrpdiag-6r-gpt55-20260620T170829Z-claw	65263581	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-6d3f5ad-search-memory-noeffect-6r-gpt55-6r-gpt55-20260621T014210Z-claw	65356077	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-6df6b6b-phase4-6r-gpt55-20260620T183145Z-claw	65283582	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-7812bec5-promptsummary-resumecont-6r-gpt55-20260621T043754Z-claw	65313277	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-7ee1c18-runtime-feedback-6r-gpt55-20260621T010016Z-claw	65350043	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-7f95b72-codeconstraints-6r-gpt55-20260621T000647Z-claw	65302361	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-82824cc-postmarkers-6r-gpt55-20260620T203832Z-claw	65286327	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-896b9c06-scheddepth-6r-gpt55-6r-gpt55-20260621T020223Z-claw	65351589	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-94c48cb-researchshape-6r-gpt55-20260620T235120Z-claw	65298456	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-9a4c985-hyptrace-6r-gpt55-20260620T202208Z-claw	65285358	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-a4b5317-promptdistill-6r-gpt55-20260620T232546Z-claw	65296430	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-a7237c88-calevel-resumecont-6r-gpt55-6r-gpt55-20260621T032623Z-claw	65308306	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-add376-markerreadiness-6r-gpt55-20260620T222137Z-claw	65295720	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-b470f1bb-calprov-6r-gpt55-20260621T052524Z-claw	65309319	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-bcb5cb-rebuildlifecycleskip-6r-gpt55-20260620T213835Z-claw	65295482	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-be6e7da-postbrief-6r-gpt55-20260620T230603Z-claw	65340391	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-c4db531-noeffect-diagnostic-6r-gpt55-6r-gpt55-20260621T012454Z-claw	65354853	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-c7b06d9-resumecont-6r-gpt55-20260621T023211Z-claw	65301928	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-d2180d6-wrapstatus-6r-gpt55-20260620T191247Z-claw	65285384	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-d8cc212-statusfailclosed-6r-gpt55-20260620T210805Z-claw	65289101	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-dc83a2ca-launchsummary-6r-gpt55-20260620T165031Z-claw	65306366	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-dd65747-statusmark-6r-gpt55-20260620T192501Z-claw	65285384	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-dddad0f-portfolio-noeffect-6r-gpt55-6r-gpt55-20260621T013137Z-claw	65354445	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-f22ad5f4-pathidentity-6r-gpt55-20260620T153154Z-claw	65343100	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-f995674-screening-6r-gpt55-20260620T195352Z-claw	65285063	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-faa8c29-postsum-6r-gpt55-20260620T175859Z-claw-6r-gpt55-20260620T175928Z-claw	65293424	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-wh-v2-febeaf11-runtimeinactive-6r-gpt55-20260620T150740Z-claw	65344411	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
