instance,subset,dimension,runs,bks,bks_routes,best_cost,best_gap_pct,mean_gap_pct,median_gap_pct,std_gap_pct,mean_cost,std_cost,mean_time,mean_iterations,best_source,reference_status
XML100_2126_04,XML,101,1,,,9245.0,,,,0.0,9245.0,0.0,0.009036462000040046,0.0,full_experiment_seed0.csv,missing_sol
XML100_2126_05,XML,101,1,,,8412.0,,,,0.0,8412.0,0.0,0.005042070000854437,0.0,full_experiment_seed0.csv,missing_sol
XML100_2126_06,XML,101,1,,,9616.0,,,,0.0,9616.0,0.0,0.008452994000435865,0.0,full_experiment_seed0.csv,missing_sol
XML100_2126_07,XML,101,1,,,10444.0,,,,0.0,10444.0,0.0,0.00828860399997211,0.0,full_experiment_seed0.csv,missing_sol
XML100_2126_08,XML,101,1,,,9177.0,,,,0.0,9177.0,0.0,0.005286141999931715,0.0,full_experiment_seed0.csv,missing_sol
XML100_2126_09,XML,101,1,,,9239.0,,,,0.0,9239.0,0.0,0.005141908999576117,0.0,full_experiment_seed0.csv,missing_sol
XML100_2126_10,XML,101,1,,,8979.0,,,,0.0,8979.0,0.0,0.014061328999559919,0.0,full_experiment_seed0.csv,missing_sol
XML100_2126_11,XML,101,1,,,10175.0,,,,0.0,10175.0,0.0,0.013332341000023007,0.0,full_experiment_seed0.csv,missing_sol
XML100_2126_12,XML,101,1,,,8913.0,,,,0.0,8913.0,0.0,0.00943949500015151,0.0,full_experiment_seed0.csv,missing_sol
XML100_2126_13,XML,101,1,,,9470.0,,,,0.0,9470.0,0.0,0.009801037000215729,0.0,full_experiment_seed0.csv,missing_sol
XML100_2126_14,XML,101,1,,,9527.0,,,,0.0,9527.0,0.0,0.008832702000290737,0.0,full_experiment_seed0.csv,missing_sol
XML100_2126_15,XML,101,1,,,9370.0,,,,0.0,9370.0,0.0,0.00462811600027635,0.0,full_experiment_seed0.csv,missing_sol
XML100_2126_16,XML,101,1,,,9682.0,,,,0.0,9682.0,0.0,0.004897126999821921,0.0,full_experiment_seed0.csv,missing_sol
XML100_2126_17,XML,101,1,,,8549.0,,,,0.0,8549.0,0.0,0.005244498000138265,0.0,full_experiment_seed0.csv,missing_sol
XML100_2126_18,XML,101,1,,,9554.0,,,,0.0,9554.0,0.0,0.004778176999934658,0.0,full_experiment_seed0.csv,missing_sol
XML100_2126_19,XML,101,1,,,9840.0,,,,0.0,9840.0,0.0,0.005401181000706856,0.0,full_experiment_seed0.csv,missing_sol
XML100_2126_20,XML,101,1,,,9360.0,,,,0.0,9360.0,0.0,0.006950101999791514,0.0,full_experiment_seed0.csv,missing_sol
XML100_2126_21,XML,101,1,,,9340.0,,,,0.0,9340.0,0.0,0.009143827999650966,0.0,full_experiment_seed0.csv,missing_sol
XML100_2126_22,XML,101,1,,,10140.0,,,,0.0,10140.0,0.0,0.00908238000010897,0.0,full_experiment_seed0.csv,missing_sol
XML100_2126_23,XML,101,1,,,9571.0,,,,0.0,9571.0,0.0,0.013608291000309691,0.0,full_experiment_seed0.csv,missing_sol
XML100_2126_24,XML,101,1,,,10008.0,,,,0.0,10008.0,0.0,0.006109345000368194,0.0,full_experiment_seed0.csv,missing_sol
XML100_2126_25,XML,101,1,,,8302.0,,,,0.0,8302.0,0.0,0.004785635999724036,0.0,full_experiment_seed0.csv,missing_sol
XML100_2126_26,XML,101,1,,,10055.0,,,,0.0,10055.0,0.0,0.005471815999953833,0.0,full_experiment_seed0.csv,missing_sol
XML100_2126_27,XML,101,1,,,8904.0,,,,0.0,8904.0,0.0,0.0052947160002077,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_01,XML,101,1,,,31385.0,,,,0.0,31385.0,0.0,0.008449965999716369,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_02,XML,101,1,,,25144.0,,,,0.0,25144.0,0.0,0.004427078999469813,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_03,XML,101,1,,,28771.0,,,,0.0,28771.0,0.0,0.004868322999755037,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_04,XML,101,1,,,29619.0,,,,0.0,29619.0,0.0,0.009041507999427267,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_05,XML,101,1,,,23666.0,,,,0.0,23666.0,0.0,0.005513430000064545,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_06,XML,101,1,,,23476.0,,,,0.0,23476.0,0.0,0.004396418999931484,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_07,XML,101,1,,,23655.0,,,,0.0,23655.0,0.0,0.004308020999815199,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_08,XML,101,1,,,27925.0,,,,0.0,27925.0,0.0,0.005510437000339152,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_09,XML,101,1,,,24680.0,,,,0.0,24680.0,0.0,0.004179425000074843,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_10,XML,101,1,,,27974.0,,,,0.0,27974.0,0.0,0.008449760000075912,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_11,XML,101,1,,,29280.0,,,,0.0,29280.0,0.0,0.005931998000050953,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_12,XML,101,1,,,31781.0,,,,0.0,31781.0,0.0,0.005383451999477984,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_13,XML,101,1,,,22761.0,,,,0.0,22761.0,0.0,0.004578615999889735,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_14,XML,101,1,,,22829.0,,,,0.0,22829.0,0.0,0.0044033940002918825,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_15,XML,101,1,,,25978.0,,,,0.0,25978.0,0.0,0.005630077000205347,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_16,XML,101,1,,,24502.0,,,,0.0,24502.0,0.0,0.004343075000178942,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_17,XML,101,1,,,24206.0,,,,0.0,24206.0,0.0,0.013942661999863049,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_18,XML,101,1,,,27909.0,,,,0.0,27909.0,0.0,0.009733262999361614,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_19,XML,101,1,,,22473.0,,,,0.0,22473.0,0.0,0.0094928999997137,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_20,XML,101,1,,,23010.0,,,,0.0,23010.0,0.0,0.004248157999427349,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_21,XML,101,1,,,21269.0,,,,0.0,21269.0,0.0,0.008717638999769406,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_22,XML,101,1,,,32405.0,,,,0.0,32405.0,0.0,0.006901064999510709,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_23,XML,101,1,,,20844.0,,,,0.0,20844.0,0.0,0.009453894000216678,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_24,XML,101,1,,,31435.0,,,,0.0,31435.0,0.0,0.006336370000099123,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_25,XML,101,1,,,23766.0,,,,0.0,23766.0,0.0,0.00996463599949493,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_26,XML,101,1,,,21346.0,,,,0.0,21346.0,0.0,0.0043559630003073835,0.0,full_experiment_seed0.csv,missing_sol
XML100_2131_27,XML,101,1,,,22949.0,,,,0.0,22949.0,0.0,0.010269698999763932,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_01,XML,101,1,,,17874.0,,,,0.0,17874.0,0.0,0.006017487999997684,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_02,XML,101,1,,,18230.0,,,,0.0,18230.0,0.0,0.005874177999430685,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_03,XML,101,1,,,18132.0,,,,0.0,18132.0,0.0,0.009596977000001061,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_04,XML,101,1,,,19010.0,,,,0.0,19010.0,0.0,0.004569734000142489,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_05,XML,101,1,,,15567.0,,,,0.0,15567.0,0.0,0.005516324999916833,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_06,XML,101,1,,,19573.0,,,,0.0,19573.0,0.0,0.005599613000413228,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_07,XML,101,1,,,16889.0,,,,0.0,16889.0,0.0,0.006240858000637672,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_08,XML,101,1,,,16919.0,,,,0.0,16919.0,0.0,0.004746853999677114,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_09,XML,101,1,,,17074.0,,,,0.0,17074.0,0.0,0.010031528000581602,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_10,XML,101,1,,,17402.0,,,,0.0,17402.0,0.0,0.008561272000406461,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_11,XML,101,1,,,21476.0,,,,0.0,21476.0,0.0,0.0062120370002958225,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_12,XML,101,1,,,16127.0,,,,0.0,16127.0,0.0,0.00836088899995957,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_13,XML,101,1,,,18949.0,,,,0.0,18949.0,0.0,0.0049464889998489525,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_14,XML,101,1,,,17918.0,,,,0.0,17918.0,0.0,0.00971216500056471,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_15,XML,101,1,,,17993.0,,,,0.0,17993.0,0.0,0.012937667000187503,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_16,XML,101,1,,,18952.0,,,,0.0,18952.0,0.0,0.008540853000340576,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_17,XML,101,1,,,16625.0,,,,0.0,16625.0,0.0,0.013858063999578007,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_18,XML,101,1,,,20581.0,,,,0.0,20581.0,0.0,0.009056204000444268,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_19,XML,101,1,,,15375.0,,,,0.0,15375.0,0.0,0.004485099000703485,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_20,XML,101,1,,,18073.0,,,,0.0,18073.0,0.0,0.014294333999714581,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_21,XML,101,1,,,20060.0,,,,0.0,20060.0,0.0,0.012840858000345179,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_22,XML,101,1,,,17721.0,,,,0.0,17721.0,0.0,0.013717363999603549,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_23,XML,101,1,,,17575.0,,,,0.0,17575.0,0.0,0.008310964999509451,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_24,XML,101,1,,,19300.0,,,,0.0,19300.0,0.0,0.004304244999730145,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_25,XML,101,1,,,16367.0,,,,0.0,16367.0,0.0,0.005001104999792005,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_26,XML,101,1,,,16752.0,,,,0.0,16752.0,0.0,0.012353477999567986,0.0,full_experiment_seed0.csv,missing_sol
XML100_2132_27,XML,101,1,,,17559.0,,,,0.0,17559.0,0.0,0.004281928000636981,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_01,XML,101,1,,,15381.0,,,,0.0,15381.0,0.0,0.004355870000836148,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_02,XML,101,1,,,13638.0,,,,0.0,13638.0,0.0,0.005646327999784262,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_03,XML,101,1,,,12988.0,,,,0.0,12988.0,0.0,0.005679265999788186,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_04,XML,101,1,,,13019.0,,,,0.0,13019.0,0.0,0.006153596000331163,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_05,XML,101,1,,,14305.0,,,,0.0,14305.0,0.0,0.009704547000183084,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_06,XML,101,1,,,13426.0,,,,0.0,13426.0,0.0,0.0042107679992113844,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_07,XML,101,1,,,13646.0,,,,0.0,13646.0,0.0,0.005640276000121958,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_08,XML,101,1,,,14100.0,,,,0.0,14100.0,0.0,0.005613749999611173,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_09,XML,101,1,,,15471.0,,,,0.0,15471.0,0.0,0.013357465000808588,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_10,XML,101,1,,,14238.0,,,,0.0,14238.0,0.0,0.004565119999824674,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_11,XML,101,1,,,14162.0,,,,0.0,14162.0,0.0,0.004220193999572075,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_12,XML,101,1,,,14179.0,,,,0.0,14179.0,0.0,0.01438631000019086,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_13,XML,101,1,,,14578.0,,,,0.0,14578.0,0.0,0.006079736000174307,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_14,XML,101,1,,,13635.0,,,,0.0,13635.0,0.0,0.008547452000129852,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_15,XML,101,1,,,14297.0,,,,0.0,14297.0,0.0,0.005723717999899236,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_16,XML,101,1,,,16380.0,,,,0.0,16380.0,0.0,0.009983471999476023,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_17,XML,101,1,,,14833.0,,,,0.0,14833.0,0.0,0.006823124999755237,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_18,XML,101,1,,,14927.0,,,,0.0,14927.0,0.0,0.0047921899995344575,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_19,XML,101,1,,,12718.0,,,,0.0,12718.0,0.0,0.0061167490002844715,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_20,XML,101,1,,,13319.0,,,,0.0,13319.0,0.0,0.0056022690005193,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_21,XML,101,1,,,13819.0,,,,0.0,13819.0,0.0,0.0055252310003197636,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_22,XML,101,1,,,12709.0,,,,0.0,12709.0,0.0,0.004652167999665835,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_23,XML,101,1,,,14470.0,,,,0.0,14470.0,0.0,0.0048167690001719166,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_24,XML,101,1,,,12329.0,,,,0.0,12329.0,0.0,0.008925930000259541,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_25,XML,101,1,,,13110.0,,,,0.0,13110.0,0.0,0.005626854999718489,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_26,XML,101,1,,,14404.0,,,,0.0,14404.0,0.0,0.008339475999491697,0.0,full_experiment_seed0.csv,missing_sol
XML100_2133_27,XML,101,1,,,13844.0,,,,0.0,13844.0,0.0,0.013730978000239702,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_01,XML,101,1,,,10847.0,,,,0.0,10847.0,0.0,0.005579767000199354,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_02,XML,101,1,,,12654.0,,,,0.0,12654.0,0.0,0.008764062000409467,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_03,XML,101,1,,,11327.0,,,,0.0,11327.0,0.0,0.005229891999988467,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_04,XML,101,1,,,12314.0,,,,0.0,12314.0,0.0,0.008672951999869838,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_05,XML,101,1,,,11293.0,,,,0.0,11293.0,0.0,0.014485884999885457,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_06,XML,101,1,,,11949.0,,,,0.0,11949.0,0.0,0.013784490000034566,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_07,XML,101,1,,,12156.0,,,,0.0,12156.0,0.0,0.009176536000268243,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_08,XML,101,1,,,12978.0,,,,0.0,12978.0,0.0,0.005353843000193592,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_09,XML,101,1,,,11908.0,,,,0.0,11908.0,0.0,0.004284382000150799,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_10,XML,101,1,,,12525.0,,,,0.0,12525.0,0.0,0.008655448000354227,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_11,XML,101,1,,,11656.0,,,,0.0,11656.0,0.0,0.0052491369997369475,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_12,XML,101,1,,,11659.0,,,,0.0,11659.0,0.0,0.005648687999382673,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_13,XML,101,1,,,12837.0,,,,0.0,12837.0,0.0,0.00646224499996606,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_14,XML,101,1,,,11587.0,,,,0.0,11587.0,0.0,0.0049126510002679424,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_15,XML,101,1,,,12644.0,,,,0.0,12644.0,0.0,0.004372888000034436,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_16,XML,101,1,,,10726.0,,,,0.0,10726.0,0.0,0.004558110999823839,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_17,XML,101,1,,,11394.0,,,,0.0,11394.0,0.0,0.00420435100022587,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_18,XML,101,1,,,12033.0,,,,0.0,12033.0,0.0,0.005399029000727751,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_19,XML,101,1,,,11672.0,,,,0.0,11672.0,0.0,0.009536962999845855,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_20,XML,101,1,,,11833.0,,,,0.0,11833.0,0.0,0.005429494999589224,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_21,XML,101,1,,,11605.0,,,,0.0,11605.0,0.0,0.006515983999634045,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_22,XML,101,1,,,10743.0,,,,0.0,10743.0,0.0,0.004317007000281592,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_23,XML,101,1,,,10894.0,,,,0.0,10894.0,0.0,0.004759760000524693,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_24,XML,101,1,,,11895.0,,,,0.0,11895.0,0.0,0.005476396000631212,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_25,XML,101,1,,,11864.0,,,,0.0,11864.0,0.0,0.004641980000087642,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_26,XML,101,1,,,11757.0,,,,0.0,11757.0,0.0,0.013522865999220812,0.0,full_experiment_seed0.csv,missing_sol
XML100_2134_27,XML,101,1,,,11756.0,,,,0.0,11756.0,0.0,0.012750769999911427,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_01,XML,101,1,,,10569.0,,,,0.0,10569.0,0.0,0.009115607999774511,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_02,XML,101,1,,,10034.0,,,,0.0,10034.0,0.0,0.004344036000475171,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_03,XML,101,1,,,9789.0,,,,0.0,9789.0,0.0,0.013428419999399921,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_04,XML,101,1,,,10292.0,,,,0.0,10292.0,0.0,0.004386035999232263,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_05,XML,101,1,,,10407.0,,,,0.0,10407.0,0.0,0.0141507600001205,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_06,XML,101,1,,,9892.0,,,,0.0,9892.0,0.0,0.00536682700021629,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_07,XML,101,1,,,10681.0,,,,0.0,10681.0,0.0,0.01020797399996809,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_08,XML,101,1,,,9974.0,,,,0.0,9974.0,0.0,0.004936907999763207,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_09,XML,101,1,,,10015.0,,,,0.0,10015.0,0.0,0.00829094399978203,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_10,XML,101,1,,,9952.0,,,,0.0,9952.0,0.0,0.009777923000001465,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_11,XML,101,1,,,11068.0,,,,0.0,11068.0,0.0,0.014054876000045624,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_12,XML,101,1,,,11115.0,,,,0.0,11115.0,0.0,0.009685176999482792,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_13,XML,101,1,,,9629.0,,,,0.0,9629.0,0.0,0.012878647999968962,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_14,XML,101,1,,,10923.0,,,,0.0,10923.0,0.0,0.008739234000131546,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_15,XML,101,1,,,10080.0,,,,0.0,10080.0,0.0,0.014630096000473714,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_16,XML,101,1,,,9855.0,,,,0.0,9855.0,0.0,0.009067513999980292,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_17,XML,101,1,,,9074.0,,,,0.0,9074.0,0.0,0.004233566000038991,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_18,XML,101,1,,,9233.0,,,,0.0,9233.0,0.0,0.005906805999984499,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_19,XML,101,1,,,11502.0,,,,0.0,11502.0,0.0,0.00975189600012527,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_20,XML,101,1,,,10052.0,,,,0.0,10052.0,0.0,0.005571241000325244,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_21,XML,101,1,,,9661.0,,,,0.0,9661.0,0.0,0.009516172999610717,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_22,XML,101,1,,,9905.0,,,,0.0,9905.0,0.0,0.00946576099977392,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_23,XML,101,1,,,10207.0,,,,0.0,10207.0,0.0,0.005773179999778222,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_24,XML,101,1,,,10053.0,,,,0.0,10053.0,0.0,0.009404245000041556,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_25,XML,101,1,,,10754.0,,,,0.0,10754.0,0.0,0.00474895400020614,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_26,XML,101,1,,,11083.0,,,,0.0,11083.0,0.0,0.009649100000387989,0.0,full_experiment_seed0.csv,missing_sol
XML100_2135_27,XML,101,1,,,10831.0,,,,0.0,10831.0,0.0,0.008781100999840419,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_01,XML,101,1,,,9419.0,,,,0.0,9419.0,0.0,0.008795404999546008,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_02,XML,101,1,,,8887.0,,,,0.0,8887.0,0.0,0.0057055850002143416,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_03,XML,101,1,,,8068.0,,,,0.0,8068.0,0.0,0.005536100999961491,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_04,XML,101,1,,,9180.0,,,,0.0,9180.0,0.0,0.014327394999781973,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_05,XML,101,1,,,9039.0,,,,0.0,9039.0,0.0,0.013016785999752756,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_06,XML,101,1,,,9055.0,,,,0.0,9055.0,0.0,0.009833635999711987,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_07,XML,101,1,,,9318.0,,,,0.0,9318.0,0.0,0.01021987099920807,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_08,XML,101,1,,,9486.0,,,,0.0,9486.0,0.0,0.00534826900002372,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_09,XML,101,1,,,10065.0,,,,0.0,10065.0,0.0,0.00415402099952189,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_10,XML,101,1,,,9931.0,,,,0.0,9931.0,0.0,0.004137645999435335,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_11,XML,101,1,,,8865.0,,,,0.0,8865.0,0.0,0.008778772000368917,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_12,XML,101,1,,,9228.0,,,,0.0,9228.0,0.0,0.009201240999573201,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_13,XML,101,1,,,10325.0,,,,0.0,10325.0,0.0,0.006702529999529361,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_14,XML,101,1,,,9043.0,,,,0.0,9043.0,0.0,0.004691807000199333,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_15,XML,101,1,,,9103.0,,,,0.0,9103.0,0.0,0.008793287000116834,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_16,XML,101,1,,,9270.0,,,,0.0,9270.0,0.0,0.005051866000030714,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_17,XML,101,1,,,8813.0,,,,0.0,8813.0,0.0,0.005788592000499193,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_18,XML,101,1,,,9502.0,,,,0.0,9502.0,0.0,0.008332917999723577,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_19,XML,101,1,,,8918.0,,,,0.0,8918.0,0.0,0.00947416799954226,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_20,XML,101,1,,,9436.0,,,,0.0,9436.0,0.0,0.005432227000710554,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_21,XML,101,1,,,8971.0,,,,0.0,8971.0,0.0,0.014734592999957385,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_22,XML,101,1,,,9334.0,,,,0.0,9334.0,0.0,0.005694036999557284,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_23,XML,101,1,,,8701.0,,,,0.0,8701.0,0.0,0.004369758999928308,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_24,XML,101,1,,,9278.0,,,,0.0,9278.0,0.0,0.013599922000139486,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_25,XML,101,1,,,10134.0,,,,0.0,10134.0,0.0,0.0041582850008126115,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_26,XML,101,1,,,8628.0,,,,0.0,8628.0,0.0,0.00442219400065369,0.0,full_experiment_seed0.csv,missing_sol
XML100_2136_27,XML,101,1,,,9098.0,,,,0.0,9098.0,0.0,0.0054731469999751425,0.0,full_experiment_seed0.csv,missing_sol
XML100_2141_01,XML,101,1,,,29729.0,,,,0.0,29729.0,0.0,0.004233999000462063,0.0,full_experiment_seed0.csv,missing_sol
XML100_2141_02,XML,101,1,,,22369.0,,,,0.0,22369.0,0.0,0.005516357000487915,0.0,full_experiment_seed0.csv,missing_sol
XML100_2141_03,XML,101,1,,,25150.0,,,,0.0,25150.0,0.0,0.008453266999822517,0.0,full_experiment_seed0.csv,missing_sol
XML100_2141_04,XML,101,1,,,23741.0,,,,0.0,23741.0,0.0,0.005282184000861889,0.0,full_experiment_seed0.csv,missing_sol
XML100_2141_05,XML,101,1,,,24423.0,,,,0.0,24423.0,0.0,0.004317887000070186,0.0,full_experiment_seed0.csv,missing_sol
XML100_2141_06,XML,101,1,,,25444.0,,,,0.0,25444.0,0.0,0.005407313000432623,0.0,full_experiment_seed0.csv,missing_sol
XML100_2141_07,XML,101,1,,,29284.0,,,,0.0,29284.0,0.0,0.010197130000051402,0.0,full_experiment_seed0.csv,missing_sol
XML100_2141_08,XML,101,1,,,21056.0,,,,0.0,21056.0,0.0,0.005605240000477352,0.0,full_experiment_seed0.csv,missing_sol
XML100_2141_09,XML,101,1,,,26436.0,,,,0.0,26436.0,0.0,0.004986682000890141,0.0,full_experiment_seed0.csv,missing_sol
